unit_id,reaction_id,gene_id,uniprot,sequence_length,substrate_met_id,substrate_name,smiles,smiles_source
57,r_0057,YKR009C,Q02207,900,s_1202,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
58,r_0058,YJR025C,P47096,177,s_0224,3-hydroxyanthranilate,C1=CC(=C(C(=C1)O)N)C(=O)O,smilesDB
58,r_0058,YJR025C,P47096,177,s_1275,oxygen,O=O,smilesDB
59,r_0059,YER175C,P32643,299,s_0009,"(2R,3S)-3-isopropylmalate",CC(C)C(C(C(=O)[O-])O)C(=O)[O-],smilesDB
59,r_0059,YER175C,P32643,299,s_1416,S-adenosyl-L-methionine,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,smilesDB
60,r_0060,YGL009C,P07264,779,s_0009,"(2R,3S)-3-isopropylmalate",CC(C)C(C(C(=O)[O-])O)C(=O)[O-],smilesDB
61,r_0061,YCL018W,P04173,364,s_0009,"(2R,3S)-3-isopropylmalate",CC(C)C(C(C(=O)[O-])O)C(=O)[O-],smilesDB
61,r_0061,YCL018W,P04173,364,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
62,r_0062,YGR087C,P26263,563,s_0232,3-methyl-2-oxobutanoate,CC(C)C(=O)C(=O)O,smilesDB
62,r_0062,YGR087C,P26263,563,s_0794,H+,[H+],smilesDB
63,r_0062,YLR044C,P06169,563,s_0232,3-methyl-2-oxobutanoate,CC(C)C(=O)C(=O)O,smilesDB
63,r_0062,YLR044C,P06169,563,s_0794,H+,[H+],smilesDB
64,r_0062,YLR134W,P16467,563,s_0232,3-methyl-2-oxobutanoate,CC(C)C(=O)C(=O)O,smilesDB
64,r_0062,YLR134W,P16467,563,s_0794,H+,[H+],smilesDB
65,r_0063,YBR176W,P38122,312,s_0233,3-methyl-2-oxobutanoate,CC(C)C(=O)C(=O)O,smilesDB
65,r_0063,YBR176W,P38122,312,s_0307,"5,10-methylenetetrahydrofolate",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,smilesDB
65,r_0063,YBR176W,P38122,312,s_0807,H2O,O,smilesDB
66,r_0064,YDL080C,Q07471,609,s_0056,(S)-3-methyl-2-oxopentanoate,CCC(C)C(=O)C(=O)O,smilesDB
66,r_0064,YDL080C,Q07471,609,s_0794,H+,[H+],smilesDB
67,r_0064,YGR087C,P26263,563,s_0056,(S)-3-methyl-2-oxopentanoate,CCC(C)C(=O)C(=O)O,smilesDB
67,r_0064,YGR087C,P26263,563,s_0794,H+,[H+],smilesDB
68,r_0064,YLR044C,P06169,563,s_0056,(S)-3-methyl-2-oxopentanoate,CCC(C)C(=O)C(=O)O,smilesDB
68,r_0064,YLR044C,P06169,563,s_0794,H+,[H+],smilesDB
69,r_0064,YLR134W,P16467,563,s_0056,(S)-3-methyl-2-oxopentanoate,CCC(C)C(=O)C(=O)O,smilesDB
69,r_0064,YLR134W,P16467,563,s_0794,H+,[H+],smilesDB
70,r_0065,YDR127W,P08566,1588,s_0261,3-phosphoshikimic acid,C1C(C(C(C=C1C(=O)O)OP(=O)(O)O)O)O,smilesDB
70,r_0065,YDR127W,P08566,1588,s_1360,phosphoenolpyruvate,C=C(C(=O)O)OP(=O)(O)O,smilesDB
71,r_0066,YNR033W,P37254,787,s_0515,chorismate,C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O,smilesDB
71,r_0066,YNR033W,P37254,787,s_0999,L-glutamine,C(CC(=O)N)C(C(=O)O)N,smilesDB
72,r_0067,YMR289W,Q03266,374,s_0269,4-amino-4-deoxychorismate,C=C(C(=O)[O-])OC1C=C(C=CC1[NH3+])C(=O)[O-],smilesDB
73,r_0068,YGR019W,P17649,471,s_0180,2-oxoglutarate,C(CC(=O)O)C(=O)C(=O)O,smilesDB
73,r_0068,YGR019W,P17649,471,s_0734,gamma-aminobutyrate,C(CC(=O)O)CN,smilesDB
74,r_0069,YCR053W,P16120,514,s_0264,4-(phosphonooxy)-L-threonine,C(C(C(C(=O)O)N)O)OP(=O)(O)O,smilesDB
74,r_0069,YCR053W,P16120,514,s_0803,H2O,O,smilesDB
75,r_0072,YDL080C,Q07471,609,s_0291,4-methyl-2-oxopentanoate,CC(C)CC(=O)C(=O)O,smilesDB
75,r_0072,YDL080C,Q07471,609,s_0794,H+,[H+],smilesDB
76,r_0073,YLR410W,Q06685,1146,s_0279,4-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
76,r_0073,YLR410W,Q06685,1146,s_0803,H2O,O,smilesDB
77,r_0073,YOR163W,Q99321,188,s_0279,4-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
77,r_0073,YOR163W,Q99321,188,s_0803,H2O,O,smilesDB
78,r_0074,YDR017C,Q12494,1050,s_0279,4-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
78,r_0074,YDR017C,Q12494,1050,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
78,r_0074,YDR017C,Q12494,1050,s_0794,H+,[H+],smilesDB
79,r_0075,YLR017W,Q07938,337,s_0303,5'-S-methyl-5'-thioadenosine,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,smilesDB
79,r_0075,YLR017W,Q07938,337,s_1322,phosphate,[O-]P(=O)([O-])[O-],smilesDB
80,r_0076,YER037W,P40025,321,s_0526,CMP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,smilesDB
80,r_0076,YER037W,P40025,321,s_0803,H2O,O,smilesDB
81,r_0076,YGL224C,P53078,280,s_0526,CMP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,smilesDB
81,r_0076,YGL224C,P53078,280,s_0803,H2O,O,smilesDB
82,r_0077,YOR155C,Q99312,450,s_0803,H2O,O,smilesDB
82,r_0077,YOR155C,Q99312,450,s_0849,IMP,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,smilesDB
83,r_0078,YER037W,P40025,321,s_0803,H2O,O,smilesDB
83,r_0078,YER037W,P40025,321,s_1545,UMP,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,smilesDB
84,r_0078,YGL224C,P53078,280,s_0803,H2O,O,smilesDB
84,r_0078,YGL224C,P53078,280,s_1545,UMP,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,smilesDB
85,r_0079,YGR061C,P38972,1358,s_0301,5'-phosphoribosyl-N-formylglycineamide,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O,smilesDB
85,r_0079,YGR061C,P38972,1358,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
85,r_0079,YGR061C,P38972,1358,s_0803,H2O,O,smilesDB
85,r_0079,YGR061C,P38972,1358,s_0999,L-glutamine,C(CC(=O)N)C(C(=O)O)N,smilesDB
86,r_0080,YGL125W,P53128,600,s_0306,"5,10-methylenetetrahydrofolate",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,smilesDB
86,r_0080,YGL125W,P53128,600,s_0794,H+,[H+],smilesDB
86,r_0080,YGL125W,P53128,600,s_1212,NADPH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,smilesDB
86,r_0080,YPL023C,P46151,657,s_0306,"5,10-methylenetetrahydrofolate",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,smilesDB
86,r_0080,YPL023C,P46151,657,s_0794,H+,[H+],smilesDB
86,r_0080,YPL023C,P46151,657,s_1212,NADPH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,smilesDB
87,r_0080,YGL125W,P53128,600,s_0306,"5,10-methylenetetrahydrofolate",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,smilesDB
87,r_0080,YGL125W,P53128,600,s_0794,H+,[H+],smilesDB
87,r_0080,YGL125W,P53128,600,s_1212,NADPH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,smilesDB
88,r_0081,YDR232W,P09950,548,s_0799,H+,[H+],smilesDB
88,r_0081,YDR232W,P09950,548,s_1005,L-glycine,C(C(=O)O)N,smilesDB
88,r_0081,YDR232W,P09950,548,s_1464,succinyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,smilesDB
89,r_0082,YOR163W,Q99321,188,s_0318,5-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
89,r_0082,YOR163W,Q99321,188,s_0803,H2O,O,smilesDB
90,r_0083,YDR017C,Q12494,1050,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
90,r_0083,YDR017C,Q12494,1050,s_1158,myo-inositol hexakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
91,r_0084,YER183C,P40099,211,s_0319,5-formyltetrahydrofolic acid,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,smilesDB
91,r_0084,YER183C,P40099,211,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
92,r_0085,YER091C,P05694,767,s_0323,5-methyltetrahydropteroyltri-L-glutamic acid,CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O,smilesDB
92,r_0085,YER091C,P05694,767,s_1012,L-homocysteine,C(CS)C(C(=O)O)N,smilesDB
93,r_0086,YJR024C,P47095,244,s_1423,S-methyl-5-thio-D-ribulose 1-phosphate,CSCC(C(C(=O)COP(=O)(O)O)O)O,smilesDB
94,r_0087,YPR118W,Q06489,411,s_1422,S-methyl-5-thio-alpha-D-ribose 1-phosphate,CSCC1C(C(C(O1)OP(=O)(O)O)O)O,smilesDB
95,r_0088,YLR410W,Q06685,1146,s_0318,5-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
95,r_0088,YLR410W,Q06685,1146,s_0794,H+,[H+],smilesDB
95,r_0088,YLR410W,Q06685,1146,s_1322,phosphate,[O-]P(=O)([O-])[O-],smilesDB
96,r_0089,YLR410W,Q06685,1146,s_0318,5-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
96,r_0089,YLR410W,Q06685,1146,s_0794,H+,[H+],smilesDB
96,r_0089,YLR410W,Q06685,1146,s_1322,phosphate,[O-]P(=O)([O-])[O-],smilesDB
97,r_0090,YIL107C,P40433,827,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
97,r_0090,YIL107C,P40433,827,s_0557,D-fructose 6-phosphate,C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,smilesDB
98,r_0090,YOL136C,Q12471,397,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
98,r_0090,YOL136C,Q12471,397,s_0557,D-fructose 6-phosphate,C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,smilesDB
99,r_0091,YGR248W,P53315,255,s_0335,"6-O-phosphono-D-glucono-1,5-lactone",C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O,smilesDB
99,r_0091,YGR248W,P53315,255,s_0803,H2O,O,smilesDB
100,r_0091,YHR163W,P38858,249,s_0335,"6-O-phosphono-D-glucono-1,5-lactone",C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O,smilesDB
100,r_0091,YHR163W,P38858,249,s_0803,H2O,O,smilesDB
101,r_0092,YLR410W,Q06685,1146,s_0333,6-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
101,r_0092,YLR410W,Q06685,1146,s_0803,H2O,O,smilesDB
102,r_0092,YOR163W,Q99321,188,s_0333,6-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
102,r_0092,YOR163W,Q99321,188,s_0803,H2O,O,smilesDB
103,r_0093,YDR017C,Q12494,1050,s_0333,6-diphospho-1D-myo-inositol pentakisphosphate,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,smilesDB
103,r_0093,YDR017C,Q12494,1050,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
103,r_0093,YDR017C,Q12494,1050,s_0794,H+,[H+],smilesDB
104,r_0095,YGR087C,P26263,563,s_0359,acetaldehyde,CC=O,smilesDB
105,r_0095,YLR044C,P06169,563,s_0359,acetaldehyde,CC=O,smilesDB
106,r_0095,YLR134W,P16467,563,s_0359,acetaldehyde,CC=O,smilesDB
107,r_0096,YLR355C,P06168,395,s_0146,2-acetyllactic acid,CC(=O)C(C)(C(=O)O)O,smilesDB
107,r_0096,YLR355C,P06168,395,s_0799,H+,[H+],smilesDB
107,r_0096,YLR355C,P06168,395,s_1214,NADPH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,smilesDB
108,r_0097,YCL009C,P25605,309,s_0799,H+,[H+],smilesDB
108,r_0097,YCL009C,P25605,309,s_1401,pyruvate,CC(=O)C(=O)[O-],smilesDB
108,r_0097,YMR108W,P07342,687,s_0799,H+,[H+],smilesDB
108,r_0097,YMR108W,P07342,687,s_1401,pyruvate,CC(=O)C(=O)[O-],smilesDB
109,r_0097,YMR108W,P07342,687,s_0799,H+,[H+],smilesDB
109,r_0097,YMR108W,P07342,687,s_1401,pyruvate,CC(=O)C(=O)[O-],smilesDB
110,r_0099,YKL192C,P32463,125,s_0376,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
111,r_0100,YIL160C,P27796,417,s_0250,3-oxooctadecanoyl-CoA,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
111,r_0100,YIL160C,P27796,417,s_0534,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
112,r_0101,YIL160C,P27796,417,s_0243,3-oxohexacosanoyl-CoA,CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
112,r_0101,YIL160C,P27796,417,s_0534,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
113,r_0102,YIL160C,P27796,417,s_0253,3-oxopalmitoyl-CoA,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
113,r_0102,YIL160C,P27796,417,s_0534,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
114,r_0103,YPL028W,P41338,398,s_0373,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
115,r_0104,YPL028W,P41338,398,s_0376,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
116,r_0105,YIL160C,P27796,417,s_0257,3-oxotetradecanoyl-CoA,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
116,r_0105,YIL160C,P27796,417,s_0534,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
117,r_0106,YIL160C,P27796,417,s_0239,3-oxodecanoyl-CoA,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
117,r_0106,YIL160C,P27796,417,s_0534,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
118,r_0107,YIL160C,P27796,417,s_0247,3-oxolauroyl-CoA,CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
118,r_0107,YIL160C,P27796,417,s_0534,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
119,r_0108,YMR207C,P32874,2273,s_0376,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
119,r_0108,YMR207C,P32874,2273,s_0437,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
119,r_0108,YMR207C,P32874,2273,s_0447,bicarbonate,C(=O)(O)[O-],smilesDB
120,r_0109,YDL141W,P48445,690,s_0373,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
120,r_0109,YDL141W,P48445,690,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
120,r_0109,YDL141W,P48445,690,s_0445,bicarbonate,C(=O)(O)[O-],smilesDB
120,r_0109,YNR016C,Q00955,2233,s_0373,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
120,r_0109,YNR016C,Q00955,2233,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
120,r_0109,YNR016C,Q00955,2233,s_0445,bicarbonate,C(=O)(O)[O-],smilesDB
121,r_0111,YBL015W,P32316,526,s_0376,acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
121,r_0111,YBL015W,P32316,526,s_0807,H2O,O,smilesDB
122,r_0112,YAL054C,Q01574,713,s_0362,acetate,CC(=O)[O-],smilesDB
122,r_0112,YAL054C,Q01574,713,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
122,r_0112,YAL054C,Q01574,713,s_0529,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
123,r_0112,YLR153C,P52910,683,s_0362,acetate,CC(=O)[O-],smilesDB
123,r_0112,YLR153C,P52910,683,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
123,r_0112,YLR153C,P52910,683,s_0529,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
124,r_0113,YAL054C,Q01574,713,s_0365,acetate,CC(=O)[O-],smilesDB
124,r_0113,YAL054C,Q01574,713,s_0437,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
124,r_0113,YAL054C,Q01574,713,s_0532,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
125,r_0114,YLR153C,P52910,683,s_0366,acetate,CC(=O)[O-],smilesDB
125,r_0114,YLR153C,P52910,683,s_0438,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
125,r_0114,YLR153C,P52910,683,s_0533,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
126,r_0115,YER069W,Q01217,863,s_0437,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
126,r_0115,YER069W,Q01217,863,s_1192,N-acetyl-L-glutamate,CC(=O)NC(CCC(=O)O)C(=O)O,smilesDB
127,r_0116,YBR093C,P00635,467,s_0715,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,smilesDB
127,r_0116,YBR093C,P00635,467,s_0805,H2O,O,smilesDB
128,r_0116,YAR071W,P35842,467,s_0715,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,smilesDB
128,r_0116,YAR071W,P35842,467,s_0805,H2O,O,smilesDB
129,r_0116,YBR092C,P24031,467,s_0715,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,smilesDB
129,r_0116,YBR092C,P24031,467,s_0805,H2O,O,smilesDB
130,r_0116,YHR215W,P38693,467,s_0715,FMN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,smilesDB
130,r_0116,YHR215W,P38693,467,s_0805,H2O,O,smilesDB
131,r_0117,YPR002W,Q12428,516,s_0174,2-methylcitrate,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O,smilesDB
132,r_0118,YOL140W,P18544,423,s_0145,2-acetamido-5-oxopentanoate,CC(=O)NC(CCC=O)C(=O)O,smilesDB
132,r_0118,YOL140W,P18544,423,s_0993,L-glutamate,C(CC(=O)O)C(C(=O)O)N,smilesDB
133,r_0119,YPL148C,Q12036,173,s_0532,coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,smilesDB
133,r_0119,YPL148C,Q12036,173,s_0807,H2O,O,smilesDB
134,r_0120,YGL205W,P13711,748,s_0605,decanoyl-CoA,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,smilesDB
